,user_id,user_created_at,device,sex,home_pg,search_pg,payment_pg,confirmation_pg
3308,326882,2015-01-01,Desktop,Female,1,1,0,0
3413,709610,2015-01-01,Desktop,Female,1,0,0,0
3494,977906,2015-01-01,Desktop,Male,1,1,0,0
3549,533824,2015-01-01,Desktop,Male,1,1,0,0
3573,172359,2015-01-01,Mobile,Male,1,0,0,0
3713,389356,2015-01-01,Mobile,Female,1,1,0,0
3909,88657,2015-01-01,Mobile,Female,1,1,0,0
3918,587105,2015-01-01,Desktop,Male,1,0,0,0
3928,768623,2015-01-01,Desktop,Male,1,1,0,0
3946,593011,2015-01-01,Desktop,Male,1,0,0,0
3950,809544,2015-01-01,Desktop,Male,1,0,0,0
4007,999897,2015-01-01,Mobile,Male,1,1,0,0
4456,68722,2015-01-01,Desktop,Female,1,0,0,0
4588,71618,2015-01-01,Desktop,Male,1,1,0,0
4699,3790,2015-01-01,Mobile,Male,1,1,1,0
4837,382160,2015-01-01,Mobile,Female,1,1,1,0
5086,991778,2015-01-01,Mobile,Male,1,1,0,0
5127,132248,2015-01-01,Desktop,Male,1,0,0,0
5289,41717,2015-01-01,Mobile,Male,1,1,0,0
5462,934151,2015-01-01,Desktop,Female,1,1,0,0
5522,509188,2015-01-01,Desktop,Female,1,0,0,0
5534,79322,2015-01-01,Desktop,Female,1,1,1,0
5538,527278,2015-01-01,Desktop,Female,1,0,0,0
5677,514133,2015-01-01,Desktop,Female,1,1,0,0
5794,321178,2015-01-01,Desktop,Female,1,0,0,0
5802,151109,2015-01-01,Desktop,Female,1,1,0,0
6135,701087,2015-01-01,Desktop,Female,1,0,0,0
6162,749913,2015-01-01,Desktop,Male,1,0,0,0
6256,993795,2015-01-01,Desktop,Female,1,0,0,0
6287,567922,2015-01-01,Desktop,Male,1,1,0,0
6360,262405,2015-01-01,Mobile,Female,1,1,0,0
6434,300129,2015-01-01,Mobile,Male,1,1,0,0
6758,878748,2015-01-01,Mobile,Male,1,0,0,0
6783,288238,2015-01-01,Desktop,Male,1,0,0,0
6941,182521,2015-01-01,Desktop,Female,1,0,0,0
7076,461745,2015-01-01,Desktop,Male,1,0,0,0
7247,351616,2015-01-01,Mobile,Female,1,1,0,0
7329,728064,2015-01-01,Desktop,Female,1,0,0,0
7408,945709,2015-01-01,Desktop,Female,1,0,0,0
7485,677231,2015-01-01,Mobile,Male,1,1,0,0
7657,822979,2015-01-01,Mobile,Male,1,0,0,0
7727,903009,2015-01-01,Mobile,Female,1,1,0,0
7747,258183,2015-01-01,Desktop,Male,1,0,0,0
8191,367769,2015-01-01,Desktop,Female,1,1,0,0
8449,663590,2015-01-01,Desktop,Female,1,1,1,0
8450,910219,2015-01-01,Desktop,Female,1,0,0,0
8485,505369,2015-01-01,Desktop,Female,1,1,1,0
8569,736808,2015-01-01,Desktop,Male,1,0,0,0
8585,890933,2015-01-01,Desktop,Female,1,1,0,0
8680,372973,2015-01-01,Desktop,Male,1,0,0,0
8748,755438,2015-01-01,Mobile,Female,1,1,0,0
8761,218922,2015-01-01,Desktop,Male,1,0,0,0
9245,278472,2015-01-01,Desktop,Female,1,1,0,0
9293,80194,2015-01-01,Desktop,Male,1,0,0,0
9417,905855,2015-01-01,Desktop,Male,1,0,0,0
9498,149802,2015-01-01,Desktop,Male,1,1,1,0
9596,113043,2015-01-01,Desktop,Female,1,0,0,0
9617,326183,2015-01-01,Mobile,Female,1,1,0,0
9703,24217,2015-01-01,Desktop,Female,1,1,0,0
10007,921037,2015-01-01,Desktop,Female,1,1,1,0
10054,523758,2015-01-01,Mobile,Male,1,1,0,0
10100,296081,2015-01-01,Desktop,Male,1,0,0,0
10200,898540,2015-01-01,Mobile,Female,1,1,1,0
10243,560164,2015-01-01,Desktop,Female,1,0,0,0
10254,178123,2015-01-01,Mobile,Female,1,1,0,0
10273,622819,2015-01-01,Desktop,Female,1,1,0,0
10405,254169,2015-01-01,Desktop,Female,1,0,0,0
10459,825845,2015-01-01,Desktop,Female,1,0,0,0
10791,41060,2015-01-01,Mobile,Male,1,0,0,0
10951,759815,2015-01-01,Desktop,Female,1,1,0,0
11034,10675,2015-01-01,Mobile,Male,1,1,0,0
11334,465788,2015-01-01,Desktop,Female,1,0,0,0
11370,91697,2015-01-01,Desktop,Female,1,1,0,0
11448,609725,2015-01-01,Mobile,Male,1,1,0,0
11488,279343,2015-01-01,Mobile,Male,1,1,1,0
11819,506813,2015-01-01,Mobile,Female,1,1,1,0
11852,603375,2015-01-01,Mobile,Male,1,0,0,0
12033,922243,2015-01-01,Mobile,Female,1,1,1,0
12295,455444,2015-01-01,Desktop,Female,1,0,0,0
12358,386455,2015-01-01,Desktop,Male,1,0,0,0
13024,218957,2015-01-01,Mobile,Female,1,1,0,0
13261,738385,2015-01-01,Mobile,Female,1,0,0,0
13509,296304,2015-01-01,Mobile,Female,1,1,0,0
13573,279092,2015-01-01,Desktop,Female,1,1,0,0
13997,631790,2015-01-01,Mobile,Female,1,0,0,0
14257,779195,2015-01-01,Desktop,Female,1,1,0,0
14429,543373,2015-01-01,Desktop,Female,1,0,0,0
14499,107316,2015-01-01,Mobile,Female,1,1,0,0
14502,262180,2015-01-01,Mobile,Female,1,1,0,0
14619,618139,2015-01-01,Desktop,Male,1,1,0,0
15092,520556,2015-01-01,Desktop,Female,1,1,0,0
15115,645022,2015-01-01,Mobile,Male,1,1,0,0
15203,847309,2015-01-01,Desktop,Male,1,0,0,0
15250,648879,2015-01-01,Desktop,Male,1,1,1,0
15328,880430,2015-01-01,Desktop,Male,1,1,0,0
15450,855028,2015-01-01,Desktop,Male,1,0,0,0
15575,844739,2015-01-01,Desktop,Male,1,0,0,0
15606,535188,2015-01-01,Desktop,Male,1,1,0,0
15632,526133,2015-01-01,Desktop,Male,1,0,0,0
15703,653386,2015-01-01,Desktop,Male,1,0,0,0
15790,489932,2015-01-01,Desktop,Female,1,0,0,0
15914,825737,2015-01-01,Mobile,Female,1,1,0,0
16034,689704,2015-01-01,Mobile,Female,1,1,1,0
16036,932780,2015-01-01,Mobile,Female,1,0,0,0
16070,995085,2015-01-01,Desktop,Male,1,1,0,0
16073,316454,2015-01-01,Desktop,Male,1,1,0,0
16364,827910,2015-01-01,Desktop,Female,1,0,0,0
16375,846381,2015-01-01,Desktop,Female,1,1,1,0
16452,957081,2015-01-01,Mobile,Female,1,1,0,0
16456,608718,2015-01-01,Desktop,Female,1,0,0,0
16793,981466,2015-01-01,Desktop,Female,1,0,0,0
16851,807301,2015-01-01,Desktop,Male,1,0,0,0
16912,627369,2015-01-01,Desktop,Male,1,1,1,0
17151,702666,2015-01-01,Mobile,Male,1,1,0,0
17214,371172,2015-01-01,Desktop,Female,1,1,0,0
17432,92885,2015-01-01,Desktop,Male,1,0,0,0
17663,623349,2015-01-01,Mobile,Male,1,1,0,0
17772,309965,2015-01-01,Desktop,Female,1,0,0,0
17806,831559,2015-01-01,Desktop,Male,1,1,0,0
17809,913190,2015-01-01,Mobile,Male,1,1,0,0
17850,254651,2015-01-01,Mobile,Male,1,0,0,0
18422,86822,2015-01-01,Desktop,Male,1,0,0,0
18539,625532,2015-01-01,Desktop,Female,1,0,0,0
18685,594553,2015-01-01,Desktop,Male,1,0,0,0
18707,930170,2015-01-01,Desktop,Male,1,1,1,0
18801,386385,2015-01-01,Mobile,Male,1,1,0,0
19033,788196,2015-01-01,Mobile,Male,1,1,0,0
19124,213133,2015-01-01,Desktop,Female,1,1,1,0
19167,327731,2015-01-01,Mobile,Male,1,1,0,0
19202,999928,2015-01-01,Mobile,Female,1,1,0,0
19241,275388,2015-01-01,Desktop,Male,1,0,0,0
19317,126023,2015-01-01,Desktop,Female,1,0,0,0
19691,135391,2015-01-01,Desktop,Female,1,1,1,0
19759,788978,2015-01-01,Desktop,Female,1,1,0,0
19823,143541,2015-01-01,Desktop,Male,1,1,1,0
19847,477814,2015-01-01,Desktop,Female,1,0,0,0
19854,243403,2015-01-01,Desktop,Female,1,1,0,0
19863,539538,2015-01-01,Desktop,Male,1,0,0,0
19928,859142,2015-01-01,Mobile,Male,1,1,0,0
19945,651302,2015-01-01,Desktop,Male,1,0,0,0
20089,828820,2015-01-01,Desktop,Female,1,1,1,0
20142,787311,2015-01-01,Desktop,Female,1,1,0,0
20246,138945,2015-01-01,Desktop,Male,1,0,0,0
20532,699402,2015-01-01,Mobile,Female,1,1,0,0
20684,148796,2015-01-01,Desktop,Female,1,1,0,0
20716,364673,2015-01-01,Desktop,Male,1,0,0,0
20900,509636,2015-01-01,Desktop,Male,1,0,0,0
21309,548671,2015-01-01,Desktop,Female,1,0,0,0
21436,772271,2015-01-01,Desktop,Male,1,0,0,0
21598,857802,2015-01-01,Mobile,Female,1,1,0,0
21792,453928,2015-01-01,Mobile,Male,1,1,0,0
21937,918231,2015-01-01,Desktop,Female,1,1,0,0
22054,189702,2015-01-01,Desktop,Male,1,0,0,0
22285,968984,2015-01-01,Desktop,Male,1,1,0,0
22324,443561,2015-01-01,Desktop,Female,1,0,0,0
22389,996675,2015-01-01,Desktop,Female,1,0,0,0
22414,102246,2015-01-01,Mobile,Male,1,1,1,0
22427,677475,2015-01-01,Desktop,Female,1,0,0,0
22648,855885,2015-01-01,Desktop,Female,1,0,0,0
22895,119511,2015-01-01,Desktop,Female,1,0,0,0
23215,833622,2015-01-01,Mobile,Female,1,1,0,0
23271,134655,2015-01-01,Desktop,Female,1,0,0,0
23353,691819,2015-01-01,Desktop,Male,1,0,0,0
24447,510492,2015-01-01,Mobile,Female,1,1,0,0
24517,703561,2015-01-01,Desktop,Male,1,0,0,0
24820,127831,2015-01-01,Mobile,Male,1,0,0,0
25150,575362,2015-01-01,Desktop,Female,1,0,0,0
25151,632545,2015-01-01,Desktop,Female,1,0,0,0
25271,81105,2015-01-01,Desktop,Female,1,1,1,0
25371,419149,2015-01-01,Desktop,Female,1,1,0,0
25422,449840,2015-01-01,Desktop,Male,1,1,1,0
25442,499713,2015-01-01,Mobile,Female,1,0,0,0
25861,872345,2015-01-01,Desktop,Female,1,1,0,0
25954,435168,2015-01-01,Mobile,Female,1,1,1,0
25960,939784,2015-01-01,Desktop,Female,1,0,0,0
26066,477953,2015-01-01,Desktop,Female,1,1,0,0
26147,246462,2015-01-01,Desktop,Male,1,1,0,0
26164,360534,2015-01-01,Desktop,Female,1,0,0,0
26245,887766,2015-01-01,Desktop,Male,1,1,0,0
26507,152807,2015-01-01,Desktop,Female,1,1,0,0
26534,741379,2015-01-01,Desktop,Male,1,1,0,0
26673,48360,2015-01-01,Mobile,Female,1,1,0,0
26762,18270,2015-01-01,Mobile,Female,1,1,0,0
26839,901867,2015-01-01,Desktop,Female,1,0,0,0
26897,102307,2015-01-01,Mobile,Male,1,0,0,0
26916,196799,2015-01-01,Desktop,Male,1,1,0,0
27003,404397,2015-01-01,Mobile,Male,1,1,0,0
27012,860767,2015-01-01,Mobile,Male,1,1,0,0
27044,883419,2015-01-01,Mobile,Male,1,1,0,0
27066,556518,2015-01-01,Desktop,Male,1,0,0,0
27121,695658,2015-01-01,Desktop,Male,1,0,0,0
27248,17025,2015-01-01,Desktop,Male,1,1,0,0
27269,606117,2015-01-01,Desktop,Male,1,0,0,0
27644,835061,2015-01-01,Mobile,Male,1,1,0,0
27754,281349,2015-01-01,Mobile,Female,1,1,0,0
27860,792878,2015-01-01,Desktop,Male,1,0,0,0
28068,168401,2015-01-01,Desktop,Female,1,0,0,0
28218,223883,2015-01-01,Mobile,Male,1,1,0,0
28238,716838,2015-01-01,Desktop,Male,1,0,0,0
28583,966073,2015-01-01,Mobile,Male,1,1,0,0
28882,914515,2015-01-01,Desktop,Male,1,1,0,0
28942,380593,2015-01-01,Desktop,Male,1,0,0,0
29028,323816,2015-01-01,Desktop,Male,1,1,0,0
29120,243440,2015-01-01,Mobile,Female,1,1,0,0
29562,743719,2015-01-01,Desktop,Female,1,0,0,0
29968,890313,2015-01-01,Desktop,Male,1,1,0,0
30040,701366,2015-01-01,Desktop,Male,1,0,0,0
30049,309933,2015-01-01,Desktop,Female,1,0,0,0
30132,86452,2015-01-01,Mobile,Male,1,1,0,0
30340,250366,2015-01-01,Desktop,Male,1,0,0,0
30565,68432,2015-01-01,Desktop,Female,1,1,0,0
30651,240019,2015-01-01,Desktop,Female,1,0,0,0
30770,980510,2015-01-01,Desktop,Male,1,1,1,0
30844,874502,2015-01-01,Desktop,Female,1,1,0,0
30974,131086,2015-01-01,Desktop,Female,1,1,0,0
31024,25361,2015-01-01,Desktop,Female,1,0,0,0
31265,177568,2015-01-01,Mobile,Female,1,1,0,0
31363,562671,2015-01-01,Desktop,Female,1,1,0,0
31388,383671,2015-01-01,Mobile,Female,1,0,0,0
31421,704521,2015-01-01,Mobile,Male,1,1,0,0
31725,223326,2015-01-01,Desktop,Female,1,1,0,0
32028,811136,2015-01-01,Desktop,Female,1,0,0,0
32115,390525,2015-01-01,Mobile,Male,1,1,0,0
32899,565164,2015-01-01,Mobile,Male,1,1,0,0
33156,578103,2015-01-01,Desktop,Female,1,1,0,0
33170,244475,2015-01-01,Mobile,Female,1,1,0,0
33254,161147,2015-01-01,Mobile,Male,1,1,0,0
33330,152312,2015-01-01,Desktop,Female,1,1,0,0
33336,557249,2015-01-01,Desktop,Female,1,0,0,0
33362,845964,2015-01-01,Desktop,Female,1,0,0,0
33383,601839,2015-01-01,Desktop,Female,1,0,0,0
33732,453037,2015-01-01,Desktop,Female,1,0,0,0
33800,221919,2015-01-01,Desktop,Male,1,1,0,0
33830,107395,2015-01-01,Desktop,Male,1,1,0,0
33967,63986,2015-01-01,Desktop,Male,1,0,0,0
34057,920878,2015-01-01,Desktop,Male,1,0,0,0
34423,881745,2015-01-01,Mobile,Female,1,1,0,0
34436,574869,2015-01-01,Desktop,Male,1,1,0,0
34890,204140,2015-01-01,Desktop,Female,1,0,0,0
35112,466873,2015-01-01,Desktop,Female,1,0,0,0
35148,891253,2015-01-01,Desktop,Male,1,1,0,0
35234,774642,2015-01-01,Desktop,Male,1,1,0,0
35404,234646,2015-01-01,Mobile,Female,1,0,0,0
35419,501582,2015-01-01,Desktop,Male,1,1,0,0
35509,777268,2015-01-01,Desktop,Female,1,0,0,0
35574,594284,2015-01-01,Mobile,Male,1,1,0,0
35653,316104,2015-01-01,Desktop,Male,1,0,0,0
35750,479023,2015-01-01,Desktop,Female,1,0,0,0
35924,779310,2015-01-01,Mobile,Female,1,1,0,0
36101,649886,2015-01-01,Desktop,Female,1,1,0,0
36261,178838,2015-01-01,Desktop,Female,1,1,0,0
36388,70250,2015-01-01,Desktop,Female,1,0,0,0
36753,668328,2015-01-01,Desktop,Male,1,1,0,0
36891,557807,2015-01-01,Desktop,Female,1,1,0,0
36913,885030,2015-01-01,Desktop,Male,1,0,0,0
36917,529445,2015-01-01,Mobile,Female,1,0,0,0
37065,182189,2015-01-01,Mobile,Female,1,1,0,0
37130,586060,2015-01-01,Mobile,Female,1,1,0,0
37244,346335,2015-01-01,Desktop,Male,1,0,0,0
37607,385196,2015-01-01,Desktop,Male,1,1,1,0
37757,572125,2015-01-01,Desktop,Female,1,1,0,0
37946,222409,2015-01-01,Desktop,Female,1,1,0,0
38064,437210,2015-01-01,Desktop,Female,1,1,0,0
38087,821869,2015-01-01,Mobile,Male,1,1,1,0
38114,203658,2015-01-01,Mobile,Male,1,1,0,0
38205,819848,2015-01-01,Desktop,Female,1,1,0,0
38322,399894,2015-01-01,Desktop,Male,1,1,0,0
38478,603858,2015-01-01,Desktop,Male,1,0,0,0
38592,873737,2015-01-01,Desktop,Male,1,0,0,0
38680,756491,2015-01-01,Desktop,Female,1,0,0,0
38758,156387,2015-01-01,Desktop,Female,1,0,0,0
38769,491180,2015-01-01,Desktop,Female,1,1,0,0
38820,808653,2015-01-01,Desktop,Female,1,0,0,0
38871,777420,2015-01-01,Desktop,Female,1,1,0,0
38970,675260,2015-01-01,Mobile,Female,1,0,0,0
39041,602799,2015-01-01,Mobile,Female,1,1,1,0
39129,356095,2015-01-01,Desktop,Female,1,1,0,0
39153,181588,2015-01-01,Desktop,Female,1,1,1,0
39406,413455,2015-01-01,Desktop,Male,1,1,0,0
39425,482798,2015-01-01,Desktop,Male,1,1,0,0
39615,891186,2015-01-01,Desktop,Female,1,0,0,0
39726,35196,2015-01-01,Desktop,Female,1,1,0,0
39813,92758,2015-01-01,Desktop,Male,1,1,1,0
39837,579027,2015-01-01,Desktop,Male,1,0,0,0
39843,834187,2015-01-01,Desktop,Male,1,1,0,0
39908,565376,2015-01-01,Desktop,Male,1,0,0,0
39947,295257,2015-01-01,Desktop,Female,1,1,0,0
39989,626608,2015-01-01,Desktop,Male,1,0,0,0
40001,466070,2015-01-01,Mobile,Female,1,1,1,0
40077,226309,2015-01-01,Mobile,Female,1,1,1,0
40092,705656,2015-01-01,Desktop,Female,1,0,0,0
40281,959168,2015-01-01,Mobile,Female,1,0,0,0
40390,290134,2015-01-01,Desktop,Female,1,1,0,0
40458,801326,2015-01-01,Desktop,Female,1,1,0,0
40584,642202,2015-01-01,Desktop,Female,1,0,0,0
40835,232669,2015-01-01,Mobile,Male,1,1,0,0
40862,273347,2015-01-01,Mobile,Female,1,0,0,0
41424,537330,2015-01-01,Desktop,Male,1,0,0,0
41466,87437,2015-01-01,Desktop,Female,1,1,0,0
41575,355913,2015-01-01,Desktop,Female,1,0,0,0
41629,658039,2015-01-01,Desktop,Female,1,1,0,0
41823,989776,2015-01-01,Desktop,Male,1,0,0,0
41869,991312,2015-01-01,Mobile,Male,1,1,0,0
41885,494271,2015-01-01,Desktop,Male,1,0,0,0
41893,598572,2015-01-01,Desktop,Female,1,0,0,0
41918,259638,2015-01-01,Desktop,Female,1,1,1,0
42080,109406,2015-01-01,Desktop,Female,1,0,0,0
42102,650428,2015-01-01,Desktop,Male,1,0,0,0
42509,456100,2015-01-01,Desktop,Male,1,1,0,0
42742,813709,2015-01-01,Mobile,Male,1,0,0,0
42814,639400,2015-01-01,Desktop,Male,1,0,0,0
43215,236269,2015-01-01,Desktop,Female,1,1,0,0
43245,396888,2015-01-01,Mobile,Female,1,1,0,0
43313,895644,2015-01-01,Desktop,Female,1,1,0,0
43394,281805,2015-01-01,Desktop,Male,1,1,0,0
43611,823346,2015-01-01,Mobile,Female,1,1,0,0
43777,136898,2015-01-01,Desktop,Female,1,1,0,0
44193,844380,2015-01-01,Desktop,Female,1,0,0,0
44202,955015,2015-01-01,Desktop,Female,1,1,0,0
44228,416832,2015-01-01,Desktop,Female,1,0,0,0
44287,972060,2015-01-01,Desktop,Male,1,1,0,0
44476,395406,2015-01-01,Desktop,Male,1,1,0,0
44560,648754,2015-01-01,Mobile,Female,1,1,0,0
44634,602817,2015-01-01,Desktop,Male,1,0,0,0
44658,930515,2015-01-01,Mobile,Male,1,1,0,0
44771,880450,2015-01-01,Desktop,Female,1,0,0,0
44942,641214,2015-01-01,Mobile,Male,1,1,0,0
44985,157191,2015-01-01,Desktop,Male,1,1,1,0
45037,609428,2015-01-01,Desktop,Male,1,1,0,0
45198,290896,2015-01-01,Desktop,Male,1,1,0,0
45249,653170,2015-01-01,Desktop,Male,1,0,0,0
45317,156732,2015-01-01,Desktop,Male,1,0,0,0
45356,806954,2015-01-01,Desktop,Male,1,0,0,0
45419,756991,2015-01-01,Desktop,Female,1,0,0,0
45639,657575,2015-01-01,Desktop,Male,1,0,0,0
45744,910036,2015-01-01,Desktop,Male,1,0,0,0
45857,46444,2015-01-01,Mobile,Male,1,1,0,0
45873,786915,2015-01-01,Desktop,Male,1,1,0,0
45883,819833,2015-01-01,Mobile,Female,1,1,1,0
45939,460070,2015-01-01,Mobile,Female,1,1,0,0
45968,416483,2015-01-01,Desktop,Female,1,1,0,0
46010,484375,2015-01-01,Desktop,Female,1,1,1,0
46229,927325,2015-01-01,Mobile,Female,1,0,0,0
46240,592570,2015-01-01,Mobile,Female,1,1,0,0
46301,579461,2015-01-01,Mobile,Male,1,1,0,0
46305,181069,2015-01-01,Desktop,Female,1,0,0,0
46311,431436,2015-01-01,Desktop,Male,1,1,0,0
46350,209717,2015-01-01,Desktop,Female,1,1,0,0
46391,846337,2015-01-01,Desktop,Male,1,0,0,0
46765,514387,2015-01-01,Desktop,Male,1,1,1,0
46910,161342,2015-01-01,Mobile,Male,1,1,0,0
46931,359239,2015-01-01,Desktop,Male,1,1,0,0
46986,276449,2015-01-01,Desktop,Male,1,1,0,0
47002,684361,2015-01-01,Desktop,Male,1,1,0,0
47046,466066,2015-01-01,Mobile,Female,1,1,0,0
47085,678429,2015-01-01,Mobile,Male,1,0,0,0
47284,487956,2015-01-01,Desktop,Male,1,1,0,0
47296,518102,2015-01-01,Mobile,Male,1,1,0,0
47565,856129,2015-01-01,Desktop,Female,1,0,0,0
47833,816204,2015-01-01,Mobile,Male,1,1,0,0
47910,651472,2015-01-01,Desktop,Female,1,1,1,0
47969,935905,2015-01-01,Desktop,Female,1,1,0,0
47990,455258,2015-01-01,Mobile,Male,1,1,0,0
47997,401087,2015-01-01,Mobile,Female,1,1,1,0
48178,579351,2015-01-01,Desktop,Female,1,1,0,0
48332,770108,2015-01-01,Desktop,Male,1,0,0,0
48533,682628,2015-01-01,Mobile,Female,1,1,0,0
48791,530608,2015-01-01,Desktop,Female,1,0,0,0
48855,530178,2015-01-01,Mobile,Female,1,1,0,0
48887,797963,2015-01-01,Desktop,Male,1,0,0,0
48920,447409,2015-01-01,Desktop,Female,1,1,0,0
49367,328338,2015-01-01,Mobile,Female,1,1,0,0
49384,897556,2015-01-01,Desktop,Female,1,1,1,0
49398,924306,2015-01-01,Desktop,Male,1,0,0,0
49411,987319,2015-01-01,Desktop,Male,1,0,0,0
49565,817477,2015-01-01,Desktop,Female,1,0,0,0
49573,692884,2015-01-01,Desktop,Male,1,1,0,0
49592,58036,2015-01-01,Desktop,Male,1,1,0,0
49787,585660,2015-01-01,Mobile,Female,1,1,0,0
50006,671589,2015-01-01,Desktop,Male,1,0,0,0
50145,484149,2015-01-01,Desktop,Female,1,1,0,0
50235,386370,2015-01-01,Mobile,Male,1,1,0,0
50322,9878,2015-01-01,Desktop,Female,1,1,0,0
50409,116944,2015-01-01,Desktop,Male,1,0,0,0
50585,643473,2015-01-01,Desktop,Female,1,0,0,0
50830,142208,2015-01-01,Desktop,Male,1,1,0,0
51035,300709,2015-01-01,Desktop,Male,1,0,0,0
51514,779414,2015-01-01,Desktop,Female,1,1,0,0
51551,304250,2015-01-01,Desktop,Male,1,1,0,0
51623,396138,2015-01-01,Mobile,Male,1,0,0,0
51811,849695,2015-01-01,Mobile,Female,1,0,0,0
51979,62924,2015-01-01,Desktop,Male,1,1,0,0
52364,186304,2015-01-01,Desktop,Male,1,1,0,0
52453,540660,2015-01-01,Mobile,Female,1,0,0,0
52781,918533,2015-01-01,Desktop,Male,1,0,0,0
52885,1659,2015-01-01,Mobile,Female,1,1,0,0
52952,853851,2015-01-01,Desktop,Female,1,1,0,0
53004,8722,2015-01-01,Desktop,Female,1,0,0,0
53056,327192,2015-01-01,Desktop,Male,1,1,0,0
53147,628266,2015-01-01,Desktop,Male,1,1,0,0
53153,757314,2015-01-01,Desktop,Female,1,0,0,0
53188,807421,2015-01-01,Desktop,Male,1,1,0,0
53192,39824,2015-01-01,Desktop,Female,1,1,0,0
53536,695778,2015-01-01,Desktop,Female,1,1,0,0
53573,733930,2015-01-01,Mobile,Male,1,1,0,0
53596,572208,2015-01-01,Desktop,Female,1,0,0,0
53619,994981,2015-01-01,Desktop,Male,1,1,0,0
53662,993653,2015-01-01,Desktop,Male,1,1,0,0
53669,526243,2015-01-01,Desktop,Male,1,1,0,0
53728,733011,2015-01-01,Desktop,Female,1,0,0,0
53789,722131,2015-01-01,Desktop,Male,1,1,1,0
53842,648371,2015-01-01,Desktop,Male,1,0,0,0
54140,387682,2015-01-01,Desktop,Female,1,0,0,0
54223,982075,2015-01-01,Mobile,Female,1,1,0,0
54258,522539,2015-01-01,Desktop,Male,1,1,0,0
54279,63400,2015-01-01,Mobile,Female,1,1,0,0
54291,184697,2015-01-01,Mobile,Male,1,0,0,0
54377,918370,2015-01-01,Desktop,Male,1,1,0,0
54512,121133,2015-01-01,Desktop,Male,1,0,0,0
54709,580947,2015-01-01,Desktop,Female,1,1,0,0
54729,224755,2015-01-01,Mobile,Female,1,0,0,0
54997,699770,2015-01-01,Desktop,Female,1,0,0,0
55210,224574,2015-01-01,Mobile,Male,1,1,0,0
55277,557420,2015-01-01,Desktop,Female,1,0,0,0
55577,173764,2015-01-01,Desktop,Male,1,1,0,0
55584,667265,2015-01-01,Desktop,Female,1,0,0,0
55956,931476,2015-01-01,Desktop,Female,1,1,0,0
56026,615520,2015-01-01,Desktop,Male,1,1,0,0
56484,129465,2015-01-01,Desktop,Male,1,0,0,0
57241,302505,2015-01-01,Mobile,Male,1,1,0,0
57364,71315,2015-01-01,Desktop,Male,1,1,1,0
57536,832737,2015-01-01,Desktop,Female,1,1,1,0
57966,993501,2015-01-01,Desktop,Male,1,0,0,0
58116,232541,2015-01-01,Desktop,Female,1,1,0,0
58129,864791,2015-01-01,Mobile,Female,1,1,1,0
58380,317438,2015-01-01,Desktop,Female,1,1,0,0
58516,11402,2015-01-01,Desktop,Male,1,1,1,0
58837,758088,2015-01-01,Desktop,Male,1,1,1,0
58930,909495,2015-01-01,Mobile,Female,1,1,0,0
59042,506351,2015-01-01,Mobile,Female,1,1,0,0
59117,403474,2015-01-01,Mobile,Female,1,1,0,0
59499,763271,2015-01-01,Mobile,Female,1,1,0,0
59570,504016,2015-01-01,Desktop,Male,1,1,1,0
59610,877636,2015-01-01,Desktop,Female,1,0,0,0
59665,324021,2015-01-01,Desktop,Male,1,0,0,0
59729,15079,2015-01-01,Desktop,Male,1,1,0,0
59945,275266,2015-01-01,Desktop,Female,1,1,0,0
60253,795345,2015-01-01,Desktop,Female,1,0,0,0
60379,988701,2015-01-01,Desktop,Female,1,1,0,0
60534,208404,2015-01-01,Mobile,Female,1,1,0,0
60590,491828,2015-01-01,Desktop,Female,1,0,0,0
60699,194834,2015-01-01,Desktop,Female,1,0,0,0
60831,425257,2015-01-01,Desktop,Male,1,1,0,0
61047,155089,2015-01-01,Desktop,Male,1,1,0,0
61176,195565,2015-01-01,Desktop,Female,1,1,0,0
61589,629494,2015-01-01,Desktop,Male,1,0,0,0
61982,341070,2015-01-01,Desktop,Male,1,1,0,0
62094,134606,2015-01-01,Mobile,Male,1,1,0,0
62421,287037,2015-01-01,Desktop,Female,1,0,0,0
62528,740014,2015-01-01,Desktop,Female,1,0,0,0
62649,653429,2015-01-01,Desktop,Male,1,0,0,0
62650,368071,2015-01-01,Desktop,Male,1,0,0,0
62765,832189,2015-01-01,Desktop,Male,1,1,0,0
62806,994566,2015-01-01,Mobile,Female,1,1,0,0
62862,980289,2015-01-01,Desktop,Male,1,0,0,0
62895,792174,2015-01-01,Desktop,Male,1,0,0,0
62961,52360,2015-01-01,Mobile,Male,1,1,0,0
63008,762975,2015-01-01,Desktop,Female,1,1,1,0
63136,132667,2015-01-01,Desktop,Male,1,1,0,0
63333,600531,2015-01-01,Desktop,Male,1,1,0,0
63430,59986,2015-01-01,Mobile,Male,1,1,0,0
63510,297310,2015-01-01,Desktop,Female,1,1,0,0
63811,939153,2015-01-01,Desktop,Male,1,1,0,0
63921,328688,2015-01-01,Desktop,Female,1,1,1,0
63926,223452,2015-01-01,Desktop,Male,1,0,0,0
64047,325570,2015-01-01,Desktop,Female,1,1,0,0
64283,804568,2015-01-01,Desktop,Female,1,0,0,0
64353,945328,2015-01-01,Desktop,Female,1,1,0,0
64582,286503,2015-01-01,Desktop,Male,1,1,0,0
64659,121007,2015-01-01,Desktop,Female,1,1,0,0
64701,921539,2015-01-01,Desktop,Male,1,0,0,0
